,CPUIdle,CPUUsage,HTTPRequestCount,IOWait,MemoryUsage,app_http_request_latency_GET_metrics_0.5,app_http_request_latency_GET_metrics_0.9,app_http_request_latency_GET_metrics_0.99,app_http_request_latency_GET_recipes_0.5,app_http_request_latency_GET_recipes_0.9,app_http_request_latency_GET_recipes_0.99,app_http_request_latency_POST_houses_0.5,app_http_request_latency_POST_houses_0.9,app_http_request_latency_POST_houses_0.99,app_http_request_latency_POST_recipes_0.5,app_http_request_latency_POST_recipes_0.9,app_http_request_latency_POST_recipes_0.99,app_http_request_latency_POST_schedules_0.5,app_http_request_latency_POST_schedules_0.9,app_http_request_latency_POST_schedules_0.99,app_http_request_latency_POST_startworkflow_0.5,app_http_request_latency_POST_startworkflow_0.9,app_http_request_latency_POST_startworkflow_0.99,app_http_request_latency_POST_storages_0.5,app_http_request_latency_POST_storages_0.9,app_http_request_latency_POST_storages_0.99,app_http_request_latency_POST_users_0.5,app_http_request_latency_POST_users_0.9,app_http_request_latency_POST_users_0.99,app_knobs_k1,app_knobs_k2,app_knobs_k3,app_knobs_k4,app_knobs_k5,
0E+00,7.8449999999998E+01,2.1550000000002E+01,8E-01,7.499999999998153E-01,5.96317215635499E+01,1E+00,2E+00,3E+00,4E+00,8E+00,1.65E+02,3.8E+01,4.5E+01,7.8E+01,3.23E+02,3.97E+02,5.57E+02,6E+01,6.65E+02,1.017E+03,NaN,NaN,NaN,1.487E+03,2.327E+03,3.251E+03,3.9E+01,6.8E+01,8.4E+01,1E+00,2E+00,3E+00,4E+00,5E+00,
0E+00,8.295000000000982E+01,1.7049999999990177E+01,4E-01,4.9999999999997163E-01,5.95859602258114E+01,1E+00,2E+00,3E+00,4E+00,8E+00,1.65E+02,3.8E+01,4.5E+01,7.8E+01,3.23E+02,3.97E+02,5.57E+02,6E+01,6.65E+02,1.017E+03,NaN,NaN,NaN,1.487E+03,2.327E+03,3.251E+03,3.9E+01,6.8E+01,8.4E+01,1E+00,2E+00,3E+00,4E+00,5E+00,
0E+00,8.454999999999929E+01,1.5450000000000713E+01,6.000000000000001E-01,5.999999999998096E-01,5.950358981788211E+01,1E+00,2E+00,3E+00,5E+00,8E+00,1.46E+02,3.1E+01,4.5E+01,7.8E+01,3.23E+02,4.15E+02,5.57E+02,6E+01,6.57E+02,1.017E+03,NaN,NaN,NaN,1.487E+03,2.327E+03,3.251E+03,3.7E+01,6.8E+01,8.4E+01,1E+00,2E+00,3E+00,4E+00,5E+00,
0E+00,7.174999999998363E+01,2.8250000000016385E+01,1.4E+00,8.100000000000236E+00,5.9586718836223106E+01,1E+00,2E+00,3E+00,4E+00,8E+00,1.65E+02,3.1E+01,4.5E+01,7.8E+01,3.23E+02,3.97E+02,5.57E+02,6E+01,6.65E+02,1.017E+03,NaN,NaN,NaN,1.487E+03,2.327E+03,3.251E+03,3.7E+01,6.8E+01,8.4E+01,1E+00,2E+00,3E+00,4E+00,5E+00,
0E+00,8.489999999999556E+01,1.510000000000447E+01,8E-01,1.5999999999998948E+00,5.89968870054686E+01,1E+00,2E+00,3E+00,4E+00,8E+00,1.54E+02,3.8E+01,4.5E+01,7.8E+01,3.27E+02,4.15E+02,5.57E+02,6E+01,6.57E+02,1.017E+03,NaN,NaN,NaN,1.487E+03,2.327E+03,3.251E+03,3.9E+01,6.8E+01,8.4E+01,1E+00,2E+00,3E+00,4E+00,5E+00,
0E+00,7.100000000000593E+01,2.899999999999409E+01,1.4E+00,2.8000000000000824E+00,5.7981058721584844E+01,1E+00,2E+00,4E+00,5E+00,1.004E+03,1.008E+03,4.3E+01,3.057E+03,3.071E+03,3.49E+02,2.564E+03,2.685E+03,4.8E+01,6.7E+02,1.279E+03,NaN,NaN,NaN,1.449E+03,2.573E+03,3.194E+03,3.9E+01,7E+01,1.66E+02,1E+00,2E+00,3E+00,4E+00,5E+00,
0E+00,8.849999999999909E+01,1.150000000000091E+01,6.000000000000001E-01,2.999999999999403E-01,5.8335256369941504E+01,1E+00,2E+00,4E+00,5E+00,1.004E+03,1.008E+03,4.4E+01,3.071E+03,3.09E+03,3.6E+02,2.564E+03,2.685E+03,4.8E+01,6.73E+02,1.279E+03,NaN,NaN,NaN,1.667E+03,2.953E+03,4.095E+03,4E+01,7E+01,1.66E+02,1E+00,2E+00,3E+00,4E+00,5E+00,
0E+00,8.705000000000382E+01,1.294999999999618E+01,6.000000000000001E-01,7.499999999998153E-01,5.800440434522255E+01,1E+00,2E+00,3E+00,5E+00,1.003E+03,1.006E+03,4.3E+01,3.057E+03,3.071E+03,3.27E+02,4.79E+02,2.409E+03,4.8E+01,6.69E+02,1.279E+03,NaN,NaN,NaN,1.442E+03,2.482E+03,3.194E+03,3.9E+01,7E+01,1.66E+02,1E+00,2E+00,3E+00,4E+00,5E+00,
0E+00,7.8200000000013E+01,2.1799999999986994E+01,1.2E+00,5.000000000003979E-01,5.804311794752325E+01,1E+00,2E+00,4E+00,5E+00,1.004E+03,1.008E+03,4.4E+01,3.071E+03,3.09E+03,3.34E+02,2.564E+03,2.685E+03,4.8E+01,6.7E+02,1.279E+03,NaN,NaN,NaN,1.449E+03,2.573E+03,3.194E+03,4E+01,7E+01,1.66E+02,1E+00,2E+00,3E+00,4E+00,5E+00,
0E+00,6.469999999999571E+01,3.5300000000004275E+01,1.8E+00,1.1550000000000013E+01,5.800144331748653E+01,1E+00,2E+00,4E+00,5E+00,1.004E+03,1.008E+03,4.4E+01,3.071E+03,3.09E+03,3.6E+02,2.564E+03,2.685E+03,4.8E+01,6.7E+02,1.279E+03,NaN,NaN,NaN,1.449E+03,2.573E+03,3.194E+03,4E+01,7E+01,1.66E+02,1E+00,2E+00,3E+00,4E+00,5E+00,
0E+00,8.7349999999999E+01,1.2650000000001E+01,1E+00,2.4999999999984365E-01,5.810253427267248E+01,1E+00,2E+00,4E+00,5E+00,1.004E+03,1.008E+03,4.4E+01,3.071E+03,3.09E+03,3.34E+02,2.564E+03,2.685E+03,4.8E+01,6.73E+02,1.279E+03,NaN,NaN,NaN,1.667E+03,2.953E+03,4.095E+03,4E+01,7E+01,1.66E+02,1E+00,2E+00,3E+00,4E+00,5E+00,
0E+00,8.919999999999617E+01,1.0800000000003834E+01,8E-01,3.5000000000046333E-01,5.807612973608434E+01,1E+00,2E+00,4E+00,5E+00,1.004E+03,1.008E+03,4.4E+01,3.071E+03,3.09E+03,3.34E+02,2.564E+03,2.685E+03,4.8E+01,6.73E+02,1.279E+03,NaN,NaN,NaN,1.667E+03,2.953E+03,4.095E+03,4E+01,7E+01,1.66E+02,1E+00,2E+00,3E+00,4E+00,5E+00,
