timestamp,workload,io_wait,memory_usage,disk_write_bytes,cpu_usage,disk_read_bytes,cpu_idle,app_http_request_latency_houses_POST_0.5,app_http_request_latency_houses_POST_0.9,app_http_request_latency_houses_POST_0.99,app_http_request_latency_metrics_GET_0.5,app_http_request_latency_metrics_GET_0.9,app_http_request_latency_metrics_GET_0.99,app_http_request_latency_recipes_GET_0.5,app_http_request_latency_recipes_GET_0.9,app_http_request_latency_recipes_GET_0.99,app_http_request_latency_recipes_POST_0.5,app_http_request_latency_recipes_POST_0.9,app_http_request_latency_recipes_POST_0.99,app_http_request_latency_schedules_POST_0.5,app_http_request_latency_schedules_POST_0.9,app_http_request_latency_schedules_POST_0.99,app_http_request_latency_storages_POST_0.5,app_http_request_latency_storages_POST_0.9,app_http_request_latency_storages_POST_0.99,app_http_request_latency_users_POST_0.5,app_http_request_latency_users_POST_0.9,app_http_request_latency_users_POST_0.99,pg_checkpoint_completion_target,pg_default_statistics_target,pg_effective_cache_size_mb,pg_maintenance_work_mem_mb,pg_max_wal_size_gb,pg_min_wal_size_mb,pg_random_page_cost,pg_shared_buffers_mb,pg_wal_buffers_mb,pg_work_mem_kb,
1519757280,1.6,1.2000000000000455,59.92674759979336,237568,6.25,0,93.75,44,67,90,1,2,4,0,0,1,53,88,126,24,983,1635,1032,2729,2729,29,79,92,0.1,30,16,8,1,80,2,16,1,512,
1519757282,1.6,1.2000000000000455,59.92674759979336,237568,6.25,0,93.75,44,67,90,1,2,4,0,0,1,53,88,126,24,983,1635,1032,2729,2729,29,79,92,0.1,30,16,8,1,80,2,16,1,512,
1519757284,2.2,4.900000000000233,60.144346431435444,847052.8,11.150000000016007,0,88.84999999998399,44,67,90,1,2,4,0,0,1,53,88,126,24,983,1635,1032,2729,2729,29,79,92,0.1,30,16,8,1,80,2,16,1,512,
1519757286,2.2,4.900000000000233,60.144346431435444,847052.8,11.150000000016007,0,88.84999999998399,44,67,90,1,2,4,0,0,1,53,88,126,24,983,1635,1032,2729,2729,29,79,92,0.1,30,16,8,1,80,2,16,1,512,
1519757288,2.2,4.900000000000233,60.144346431435444,847052.8,11.150000000016007,0,88.84999999998399,44,67,90,1,2,4,0,0,1,53,88,126,24,983,1635,1032,2729,2729,29,79,92,0.1,30,16,8,1,80,2,16,1,512,
1519757290,5.800000000000001,23.25000000000003,59.86686631987567,1.3541376e+06,31.199999999985266,0,68.80000000001473,44,67,90,1,2,4,0,0,1,53,88,126,45,1004,1635,1268,3109,3109,29,79,92,0.1,30,16,8,1,80,2,16,1,512,
1519757292,5.800000000000001,23.25000000000003,59.86686631987567,1.3541376e+06,31.199999999985266,0,68.80000000001473,44,67,90,1,2,4,0,0,1,53,88,126,45,1004,1635,1268,3109,3109,29,79,92,0.1,30,16,8,1,80,2,16,1,512,
1519757294,4,14.94999999999962,59.8657406399099,661913.6,19.39999999999145,0,80.60000000000855,44,67,90,1,2,4,0,0,1,53,88,126,45,983,1635,1287,2729,3109,29,79,92,0.1,30,16,8,1,80,2,16,1,512,
1519757296,4,14.94999999999962,59.8657406399099,661913.6,19.39999999999145,0,80.60000000000855,44,67,90,1,2,4,0,0,1,53,88,126,45,983,1635,1287,2729,3109,29,79,92,0.1,30,16,8,1,80,2,16,1,512,
1519757298,4,14.94999999999962,59.8657406399099,661913.6,19.39999999999145,0,80.60000000000855,44,67,90,1,2,4,0,0,1,53,88,126,45,983,1635,1287,2729,3109,29,79,92,0.1,30,16,8,1,80,2,16,1,512,
1519757300,3.4,5.949999999999989,59.90266783704755,385024,16.300000000010186,0,83.69999999998981,44,67,90,1,2,4,0,0,1,53,88,126,45,983,1635,1287,2729,3109,29,79,92,0.1,30,16,8,1,80,2,16,1,512,
1519757302,3.4,5.949999999999989,59.90266783704755,385024,16.300000000010186,0,83.69999999998981,44,67,90,1,2,4,0,0,1,53,88,126,45,983,1635,1287,2729,3109,29,79,92,0.1,30,16,8,1,80,2,16,1,512,
1519757304,3.8,10,59.773214640985174,579174.4,30.100000000006744,3276.8,69.89999999999326,44,67,90,1,2,4,0,0,1,53,88,126,43,983,1635,1287,2729,3109,29,79,92,0.1,30,16,8,1,80,2,16,1,512,
1519757306,3.8,10,59.773214640985174,579174.4,30.100000000006744,3276.8,69.89999999999326,44,67,90,1,2,4,0,0,1,53,88,126,43,983,1635,1287,2729,3109,29,79,92,0.1,30,16,8,1,80,2,16,1,512,
1519757308,3.8,10,59.773214640985174,579174.4,30.100000000006744,3276.8,69.89999999999326,44,67,90,1,2,4,0,0,1,53,88,126,43,983,1635,1287,2729,3109,29,79,92,0.1,30,16,8,1,80,2,16,1,512,
1519757310,4.2,15.000000000000496,59.78346811719503,828211.2,37.000000000016364,1638.4,62.999999999983636,44,87,90,1,2,4,0,0,1,53,88,126,24,688,1635,1432,2729,3109,30,79,92,0.1,30,16,8,1,80,2,16,1,512,
1519757312,4.2,15.000000000000496,59.78346811719503,828211.2,37.000000000016364,1638.4,62.999999999983636,44,87,90,1,2,4,0,0,1,53,88,126,24,688,1635,1432,2729,3109,30,79,92,0.1,30,16,8,1,80,2,16,1,512,
1519757314,4,9.799999999999756,59.80603065911744,1.0469376e+06,31.399999999994193,11468.8,68.60000000000582,44,87,90,1,2,4,0,0,1,53,85,126,24,688,1635,1287,2729,3109,30,79,92,0.1,30,16,8,1,80,2,16,1,512,
1519757316,4,9.799999999999756,59.80603065911744,1.0469376e+06,31.399999999994193,11468.8,68.60000000000582,44,87,90,1,2,4,0,0,1,53,85,126,24,688,1635,1287,2729,3109,30,79,92,0.1,30,16,8,1,80,2,16,1,512,
1519757318,4,9.799999999999756,59.80603065911744,1.0469376e+06,31.399999999994193,11468.8,68.60000000000582,44,87,90,1,2,4,0,0,1,53,85,126,24,688,1635,1287,2729,3109,30,79,92,0.1,30,16,8,1,80,2,16,1,512,
1519757320,2.4000000000000004,1.0500000000001821,59.57357774618804,86835.2,30.74999999999818,7372.8,69.25000000000182,44,87,90,1,2,4,0,0,1,53,85,126,24,688,1635,1268,2729,3109,34,79,92,0.1,30,16,8,1,80,2,16,1,512,
1519757322,2.4000000000000004,1.0500000000001821,59.57357774618804,86835.2,30.74999999999818,7372.8,69.25000000000182,44,87,90,1,2,4,0,0,1,53,85,126,24,688,1635,1268,2729,3109,34,79,92,0.1,30,16,8,1,80,2,16,1,512,
1519757324,2.6,0.849999999999511,59.59489225162666,27852.8,32.85000000000764,0,67.14999999999236,44,87,90,1,2,4,0,0,1,53,88,126,24,688,1635,1268,2729,3109,34,79,92,0.1,30,16,8,1,80,2,16,1,512,
1519757326,2.6,0.849999999999511,59.59489225162666,27852.8,32.85000000000764,0,67.14999999999236,44,87,90,1,2,4,0,0,1,53,88,126,24,688,1635,1268,2729,3109,34,79,92,0.1,30,16,8,1,80,2,16,1,512,
1519757328,2.6,0.849999999999511,59.59489225162666,27852.8,32.85000000000764,0,67.14999999999236,44,87,90,1,2,4,0,0,1,53,88,126,24,688,1635,1268,2729,3109,34,79,92,0.1,30,16,8,1,80,2,16,1,512,
1519757330,1.8,1.300000000000381,59.603139080941034,130252.8,6.099999999996726,0,93.90000000000327,44,87,90,1,2,4,0,0,1,54,88,126,24,688,1635,1268,2729,3109,34,79,92,0.1,30,16,8,1,80,2,16,1,512,
1519757332,1.8,1.300000000000381,59.603139080941034,130252.8,6.099999999996726,0,93.90000000000327,44,87,90,1,2,4,0,0,1,54,88,126,24,688,1635,1268,2729,3109,34,79,92,0.1,30,16,8,1,80,2,16,1,512,
1519757334,2.5999999999999996,1.8999999999999775,59.58243635809251,126156.8,14.249999999988177,0,85.75000000001182,44,87,90,1,2,4,0,0,1,53,89,126,24,688,1635,1268,2729,3109,34,79,92,0.1,30,16,8,1,80,2,16,1,512,
1519757336,2.5999999999999996,1.8999999999999775,59.58243635809251,126156.8,14.249999999988177,0,85.75000000001182,44,87,90,1,2,4,0,0,1,53,89,126,24,688,1635,1268,2729,3109,34,79,92,0.1,30,16,8,1,80,2,16,1,512,
1519757338,2.5999999999999996,1.8999999999999775,59.58243635809251,126156.8,14.249999999988177,0,85.75000000001182,44,87,90,1,2,4,0,0,1,53,89,126,24,688,1635,1268,2729,3109,34,79,92,0.1,30,16,8,1,80,2,16,1,512,
1519757340,5.6,11.400000000000006,59.53787411423058,774144,27.599999999983993,7372.8,72.40000000001601,44,87,90,1,2,4,0,0,1,54,89,126,44,688,1635,911,2482,3109,34,79,92,0.1,30,16,8,1,80,2,16,1,512,
1519757342,5.6,11.400000000000006,59.53787411423058,774144,27.599999999983993,7372.8,72.40000000001601,44,87,90,1,2,4,0,0,1,54,89,126,44,688,1635,911,2482,3109,34,79,92,0.1,30,16,8,1,80,2,16,1,512,
1519757344,4.3999999999999995,6.799999999999784,59.539048736803544,2.977792e+06,21.300000000014734,108134.4,78.69999999998527,44,67,90,1,2,4,0,0,1,54,89,126,44,688,1635,895,2482,3109,30,66,92,0.1,30,16,8,1,80,2,16,1,512,
1519757346,4.3999999999999995,6.799999999999784,59.539048736803544,2.977792e+06,21.300000000014734,108134.4,78.69999999998527,44,67,90,1,2,4,0,0,1,54,89,126,44,688,1635,895,2482,3109,30,66,92,0.1,30,16,8,1,80,2,16,1,512,
1519757348,4.3999999999999995,6.799999999999784,59.539048736803544,2.977792e+06,21.300000000014734,108134.4,78.69999999998527,44,67,90,1,2,4,0,0,1,54,89,126,44,688,1635,895,2482,3109,30,66,92,0.1,30,16,8,1,80,2,16,1,512,
1519757350,1.4000000000000001,0.8499999999999376,59.54203423584317,177766.4,4.149999999981446,7372.8,95.85000000001857,44,67,90,1,2,4,0,0,1,54,90,126,44,688,1635,895,2482,3109,30,66,92,0.1,30,16,8,1,80,2,16,1,512,
1519757352,1.4000000000000001,0.8499999999999376,59.54203423584317,177766.4,4.149999999981446,7372.8,95.85000000001857,44,67,90,1,2,4,0,0,1,54,90,126,44,688,1635,895,2482,3109,30,66,92,0.1,30,16,8,1,80,2,16,1,512,
1519757354,2.2,0.30000000000001137,59.54071278544858,46694.4,3.650000000025102,0,96.34999999997488,44,67,90,1,2,4,0,0,1,53,90,126,44,688,1635,895,2482,3109,30,66,92,0.1,30,16,8,1,80,2,16,1,512,
1519757356,2.2,0.30000000000001137,59.54071278544858,46694.4,3.650000000025102,0,96.34999999997488,44,67,90,1,2,4,0,0,1,53,90,126,44,688,1635,895,2482,3109,30,66,92,0.1,30,16,8,1,80,2,16,1,512,
1519757358,2.2,0.30000000000001137,59.54071278544858,46694.4,3.650000000025102,0,96.34999999997488,44,67,90,1,2,4,0,0,1,53,90,126,44,688,1635,895,2482,3109,30,66,92,0.1,30,16,8,1,80,2,16,1,512,
1519757360,2.4,9.350000000000023,59.545142091400805,573440,13.999999999978158,7372.8,86.00000000002184,44,67,90,1,2,4,0,0,1,53,89,126,44,688,1635,895,2482,3109,30,66,92,0.1,30,16,8,1,80,2,16,1,512,
1519757362,2.4,9.350000000000023,59.545142091400805,573440,13.999999999978158,7372.8,86.00000000002184,44,67,90,1,2,4,0,0,1,53,89,126,44,688,1635,895,2482,3109,30,66,92,0.1,30,16,8,1,80,2,16,1,512,
1519757364,5.800000000000001,5.500000000000398,59.552434539874646,528384,15.150000000021464,819.2,84.84999999997854,44,67,90,1,2,4,0,0,1,53,89,126,45,688,1635,872,2482,3109,30,66,92,0.1,30,16,8,1,80,2,16,1,512,
1519757366,5.800000000000001,5.500000000000398,59.552434539874646,528384,15.150000000021464,819.2,84.84999999997854,44,67,90,1,2,4,0,0,1,53,89,126,45,688,1635,872,2482,3109,30,66,92,0.1,30,16,8,1,80,2,16,1,512,
1519757368,5.800000000000001,5.500000000000398,59.552434539874646,528384,15.150000000021464,819.2,84.84999999997854,44,67,90,1,2,4,0,0,1,53,89,126,45,688,1635,872,2482,3109,30,66,92,0.1,30,16,8,1,80,2,16,1,512,
1519757370,5.2,7.699999999999535,59.54594964441973,1.08544e+06,13.400000000006003,0,86.599999999994,44,67,90,1,2,4,0,0,1,53,89,126,45,680,1635,806,2087,3109,30,66,92,0.1,30,16,8,1,80,2,16,1,512,
1519757372,5.2,7.699999999999535,59.54594964441973,1.08544e+06,13.400000000006003,0,86.599999999994,44,67,90,1,2,4,0,0,1,53,89,126,45,680,1635,806,2087,3109,30,66,92,0.1,30,16,8,1,80,2,16,1,512,
1519757374,4.2,14.000000000000057,59.56755780550159,762675.2,36.549999999983804,0,63.450000000016196,44,67,90,1,2,4,0,0,1,53,89,126,44,669,1342,808,2087,3109,30,66,92,0.1,30,16,8,1,80,2,16,1,512,
1519757376,4.2,14.000000000000057,59.56755780550159,762675.2,36.549999999983804,0,63.450000000016196,44,67,90,1,2,4,0,0,1,53,89,126,44,669,1342,808,2087,3109,30,66,92,0.1,30,16,8,1,80,2,16,1,512,
1519757378,4.2,14.000000000000057,59.56755780550159,762675.2,36.549999999983804,0,63.450000000016196,44,67,90,1,2,4,0,0,1,53,89,126,44,669,1342,808,2087,3109,30,66,92,0.1,30,16,8,1,80,2,16,1,512,
1519757380,4.2,4.850000000000421,59.60614905128426,248217.6,15.15000000001237,0,84.84999999998763,44,87,90,1,2,4,0,0,1,53,89,126,43,680,1342,806,2087,3109,30,66,92,0.1,30,16,8,1,80,2,16,1,512,
1519757382,4.2,4.850000000000421,59.60614905128426,248217.6,15.15000000001237,0,84.84999999998763,44,87,90,1,2,4,0,0,1,53,89,126,43,680,1342,806,2087,3109,30,66,92,0.1,30,16,8,1,80,2,16,1,512,
1519757384,2.2,0.9999999999996592,59.88771587054582,196608,7.650000000012369,0,92.34999999998763,44,87,90,1,2,4,0,0,1,53,89,126,43,680,1342,806,2087,3109,29,66,92,0.1,30,16,8,1,80,2,16,1,512,
1519757386,2.2,0.9999999999996592,59.88771587054582,196608,7.650000000012369,0,92.34999999998763,44,87,90,1,2,4,0,0,1,53,89,126,43,680,1342,806,2087,3109,29,66,92,0.1,30,16,8,1,80,2,16,1,512,
1519757388,2.2,0.9999999999996592,59.88771587054582,196608,7.650000000012369,0,92.34999999998763,44,87,90,1,2,4,0,0,1,53,89,126,43,680,1342,806,2087,3109,29,66,92,0.1,30,16,8,1,80,2,16,1,512,
1519757390,3,18.75,59.649707971698454,1.0780672e+06,26.199999999985266,2457.6,73.80000000001472,44,87,90,1,2,4,0,0,1,53,89,126,43,680,1342,806,2087,3109,29,66,92,0.1,30,16,8,1,80,2,16,1,512,
1519757392,3,18.75,59.649707971698454,1.0780672e+06,26.199999999985266,2457.6,73.80000000001472,44,87,90,1,2,4,0,0,1,53,89,126,43,680,1342,806,2087,3109,29,66,92,0.1,30,16,8,1,80,2,16,1,512,
1519757394,2.2,7.200000000000414,59.58899466745823,469401.6,13.750000000018176,0,86.24999999998182,44,87,90,1,2,4,0,0,1,53,88,126,43,680,1342,808,2231,3109,29,66,92,0.1,30,16,8,1,80,2,16,1,512,
1519757396,2.2,7.200000000000414,59.58899466745823,469401.6,13.750000000018176,0,86.24999999998182,44,87,90,1,2,4,0,0,1,53,88,126,43,680,1342,808,2231,3109,29,66,92,0.1,30,16,8,1,80,2,16,1,512,
1519757398,2.2,7.200000000000414,59.58899466745823,469401.6,13.750000000018176,0,86.24999999998182,44,87,90,1,2,4,0,0,1,53,88,126,43,680,1342,808,2231,3109,29,66,92,0.1,30,16,8,1,80,2,16,1,512,
1519757400,5.2,19.449999999999644,59.66260434869748,965836.8,24.39999999998234,0,75.60000000001766,44,88,90,1,2,4,0,0,1,53,89,126,27,658,1342,872,2087,3109,29,66,92,0.1,30,16,8,1,80,2,16,1,512,
1519757402,5.2,19.449999999999644,59.66260434869748,965836.8,24.39999999998234,0,75.60000000001766,44,88,90,1,2,4,0,0,1,53,89,126,27,658,1342,872,2087,3109,29,66,92,0.1,30,16,8,1,80,2,16,1,512,
1519757404,1.8,8.60000000000028,59.65582579759931,575078.4,12.749999999991815,0,87.25000000000819,44,87,90,1,2,4,0,0,1,53,89,126,27,658,1342,877,2087,3109,29,56,92,0.1,30,16,8,1,80,2,16,1,512,
1519757406,1.8,8.60000000000028,59.65582579759931,575078.4,12.749999999991815,0,87.25000000000819,44,87,90,1,2,4,0,0,1,53,89,126,27,658,1342,877,2087,3109,29,56,92,0.1,30,16,8,1,80,2,16,1,512,
1519757408,1.8,8.60000000000028,59.65582579759931,575078.4,12.749999999991815,0,87.25000000000819,44,87,90,1,2,4,0,0,1,53,89,126,27,658,1342,877,2087,3109,29,56,92,0.1,30,16,8,1,80,2,16,1,512,
1519757410,2.6000000000000005,2.7499999999997726,59.739713426352026,186777.6,6.199999999985266,0,93.80000000001473,44,87,90,1,2,4,0,0,1,53,90,126,27,658,1342,877,2087,3109,29,56,92,0.1,30,16,8,1,80,2,16,1,512,
1519757412,2.6000000000000005,2.7499999999997726,59.739713426352026,186777.6,6.199999999985266,0,93.80000000001473,44,87,90,1,2,4,0,0,1,53,90,126,27,658,1342,877,2087,3109,29,56,92,0.1,30,16,8,1,80,2,16,1,512,
1519757414,1.4000000000000001,0.6999999999997897,59.74913487823936,526745.6,7.850000000003092,0,92.14999999999691,44,87,90,1,2,4,0,0,1,53,90,126,27,658,1342,877,2087,3109,29,56,92,0.1,30,16,8,1,80,2,16,1,512,
1519757416,1.4000000000000001,0.6999999999997897,59.74913487823936,526745.6,7.850000000003092,0,92.14999999999691,44,87,90,1,2,4,0,0,1,53,90,126,27,658,1342,877,2087,3109,29,56,92,0.1,30,16,8,1,80,2,16,1,512,
1519757418,1.4000000000000001,0.6999999999997897,59.74913487823936,526745.6,7.850000000003092,0,92.14999999999691,44,87,90,1,2,4,0,0,1,53,90,126,27,658,1342,877,2087,3109,29,56,92,0.1,30,16,8,1,80,2,16,1,512,
1519757420,2,1.4000000000004322,60.09980865887713,305561.6,8.500000000026375,0,91.49999999997362,44,87,90,1,2,4,0,0,1,53,90,126,27,658,1342,877,2087,3109,29,56,92,0.1,30,16,8,1,80,2,16,1,512,
1519757422,2,1.4000000000004322,60.09980865887713,305561.6,8.500000000026375,0,91.49999999997362,44,87,90,1,2,4,0,0,1,53,90,126,27,658,1342,877,2087,3109,29,56,92,0.1,30,16,8,1,80,2,16,1,512,
1519757424,1.4,1.1999999999999031,59.82245090383537,96665.6,6.599999999989464,0,93.40000000001054,44,87,90,1,2,4,0,0,1,53,90,126,27,658,1342,877,2087,3109,29,56,92,0.1,30,16,8,1,80,2,16,1,512,
1519757426,1.4,1.1999999999999031,59.82245090383537,96665.6,6.599999999989464,0,93.40000000001054,44,87,90,1,2,4,0,0,1,53,90,126,27,658,1342,877,2087,3109,29,56,92,0.1,30,16,8,1,80,2,16,1,512,
1519757428,1.4,1.1999999999999031,59.82245090383537,96665.6,6.599999999989464,0,93.40000000001054,44,87,90,1,2,4,0,0,1,53,90,126,27,658,1342,877,2087,3109,29,56,92,0.1,30,16,8,1,80,2,16,1,512,
1519757430,3.5999999999999996,10.99999999999966,60.467220811179665,711884.8,48.4999999999809,62259.2,51.5000000000191,44,87,90,1,2,4,0,0,1,53,90,127,26,658,1342,877,2087,3109,29,56,92,0.1,30,16,8,1,80,2,16,1,512,
1519757432,3.5999999999999996,10.99999999999966,60.467220811179665,711884.8,48.4999999999809,62259.2,51.5000000000191,44,87,90,1,2,4,0,0,1,53,90,127,26,658,1342,877,2087,3109,29,56,92,0.1,30,16,8,1,80,2,16,1,512,
1519757434,3.8,12.55000000000038,61.156259306742655,1.4057472e+06,47.600000000034015,280166.4,52.399999999965985,44,87,90,1,2,4,0,0,1,53,90,127,35,669,1440,877,2087,3109,29,56,92,0.1,30,16,8,1,80,2,16,1,512,
1519757436,3.8,12.55000000000038,61.156259306742655,1.4057472e+06,47.600000000034015,280166.4,52.399999999965985,44,87,90,1,2,4,0,0,1,53,90,127,35,669,1440,877,2087,3109,29,56,92,0.1,30,16,8,1,80,2,16,1,512,
1519757438,3.8,12.55000000000038,61.156259306742655,1.4057472e+06,47.600000000034015,280166.4,52.399999999965985,44,87,90,1,2,4,0,0,1,53,90,127,35,669,1440,877,2087,3109,29,56,92,0.1,30,16,8,1,80,2,16,1,512,
1519757440,2.4000000000000004,14.449999999999791,61.16210794830388,1.9709952e+06,56.74999999998362,19660.8,43.25000000001638,44,88,90,1,2,4,0,0,1,53,91,127,35,669,1440,895,2482,4196,29,56,92,0.1,30,16,8,1,80,2,16,1,512,
1519757442,2.4000000000000004,14.449999999999791,61.16210794830388,1.9709952e+06,56.74999999998362,19660.8,43.25000000001638,44,88,90,1,2,4,0,0,1,53,91,127,35,669,1440,895,2482,4196,29,56,92,0.1,30,16,8,1,80,2,16,1,512,
1519757444,2.6,1.5999999999998238,60.807249574749925,104857.6,11.499999999991815,0,88.50000000000819,44,88,90,1,2,4,0,0,1,53,91,127,35,669,1440,911,2482,4196,29,56,92,0.1,30,16,8,1,80,2,16,1,512,
1519757446,2.6,1.5999999999998238,60.807249574749925,104857.6,11.499999999991815,0,88.50000000000819,44,88,90,1,2,4,0,0,1,53,91,127,35,669,1440,911,2482,4196,29,56,92,0.1,30,16,8,1,80,2,16,1,512,
1519757448,2.6,1.5999999999998238,60.807249574749925,104857.6,11.499999999991815,0,88.50000000000819,44,88,90,1,2,4,0,0,1,53,91,127,35,669,1440,911,2482,4196,29,56,92,0.1,30,16,8,1,80,2,16,1,512,
1519757450,3.6000000000000005,16.650000000000205,61.073228173616066,1.2795904e+06,28.700000000008004,0,71.299999999992,44,89,90,1,2,4,0,0,1,53,94,132,35,680,1440,976,2482,4196,29,56,92,0.1,30,16,8,1,80,2,16,1,512,
1519757452,3.6000000000000005,16.650000000000205,61.073228173616066,1.2795904e+06,28.700000000008004,0,71.299999999992,44,89,90,1,2,4,0,0,1,53,94,132,35,680,1440,976,2482,4196,29,56,92,0.1,30,16,8,1,80,2,16,1,512,
1519757454,1.4000000000000001,0.4999999999998294,60.47470903008233,260505.6,6.300000000010186,0,93.69999999998981,44,89,90,1,2,4,0,0,1,53,95,132,35,680,1440,938,2231,4196,29,56,92,0.1,30,16,8,1,80,2,16,1,512,
1519757456,1.4000000000000001,0.4999999999998294,60.47470903008233,260505.6,6.300000000010186,0,93.69999999998981,44,89,90,1,2,4,0,0,1,53,95,132,35,680,1440,938,2231,4196,29,56,92,0.1,30,16,8,1,80,2,16,1,512,
