timestamp,workload,io_wait,memory_usage,disk_write_bytes,cpu_usage,disk_read_bytes,cpu_idle,app_http_request_latency_houses_POST_0.5,app_http_request_latency_houses_POST_0.9,app_http_request_latency_houses_POST_0.99,app_http_request_latency_metrics_GET_0.5,app_http_request_latency_metrics_GET_0.9,app_http_request_latency_metrics_GET_0.99,app_http_request_latency_recipes_GET_0.5,app_http_request_latency_recipes_GET_0.9,app_http_request_latency_recipes_GET_0.99,app_http_request_latency_recipes_POST_0.5,app_http_request_latency_recipes_POST_0.9,app_http_request_latency_recipes_POST_0.99,app_http_request_latency_schedules_POST_0.5,app_http_request_latency_schedules_POST_0.9,app_http_request_latency_schedules_POST_0.99,app_http_request_latency_storages_POST_0.5,app_http_request_latency_storages_POST_0.9,app_http_request_latency_storages_POST_0.99,app_http_request_latency_users_POST_0.5,app_http_request_latency_users_POST_0.9,app_http_request_latency_users_POST_0.99,pg_checkpoint_completion_target,pg_default_statistics_target,pg_effective_cache_size_mb,pg_maintenance_work_mem_mb,pg_max_wal_size_gb,pg_min_wal_size_mb,pg_random_page_cost,pg_shared_buffers_mb,pg_wal_buffers_mb,pg_work_mem_kb,
1519758804,3,2.0000000000000284,61.13298709701574,705331.2,16.749999999974534,0,83.25000000002547,44,66,90,1,2,3,0,0,1,53,70,122,23,638,638,378,755,755,37,72,90,0.7,100,128,16,2,1000,4,128,128,1024,
1519758806,3,2.0000000000000284,61.13298709701574,705331.2,16.749999999974534,0,83.25000000002547,44,66,90,1,2,3,0,0,1,53,70,122,23,638,638,378,755,755,37,72,90,0.7,100,128,16,2,1000,4,128,128,1024,
1519758808,2.6,2.0000000000000284,61.13298709701574,705331.2,16.749999999974534,0,83.25000000002547,44,66,90,1,2,3,0,1,2,53,72,122,23,638,638,378,755,755,37,72,90,0.7,100,128,16,2,1000,4,128,128,1024,
1519758810,2.6,0.999999999999801,60.851053208200135,96665.6,4.799999999995634,819.2,95.20000000000437,44,66,90,1,2,3,0,1,2,53,72,122,23,638,638,378,755,755,37,72,90,0.7,100,128,16,2,1000,4,128,128,1024,
1519758812,2.6,0.999999999999801,60.851053208200135,96665.6,4.799999999995634,819.2,95.20000000000437,44,66,90,1,2,3,0,1,2,53,72,122,23,638,638,378,755,755,37,72,90,0.7,100,128,16,2,1000,4,128,128,1024,
1519758814,5,20.55000000000007,60.857024206279384,913408,25.850000000027634,0,74.14999999997237,44,66,90,1,2,3,0,1,1,53,70,118,24,647,1301,378,755,755,37,72,90,0.7,100,128,16,2,1000,4,128,128,1024,
1519758816,5,20.55000000000007,60.857024206279384,913408,25.850000000027634,0,74.14999999997237,44,66,90,1,2,3,0,1,1,53,70,118,24,647,1301,378,755,755,37,72,90,0.7,100,128,16,2,1000,4,128,128,1024,
1519758818,4.4,20.55000000000007,60.857024206279384,913408,25.850000000027634,0,74.14999999997237,44,66,90,1,2,3,0,1,1,53,70,118,46,1226,1301,1612,3569,3569,37,72,90,0.7,100,128,16,2,1000,4,128,128,1024,
1519758820,4.4,21.000000000000227,61.15792335538769,1.503232e+06,37.75000000000546,819.2,62.24999999999454,44,66,90,1,2,3,0,1,1,53,70,118,46,1226,1301,1612,3569,3569,37,72,90,0.7,100,128,16,2,1000,4,128,128,1024,
1519758822,4.4,21.000000000000227,61.15792335538769,1.503232e+06,37.75000000000546,819.2,62.24999999999454,44,66,90,1,2,3,0,1,1,53,70,118,46,1226,1301,1612,3569,3569,37,72,90,0.7,100,128,16,2,1000,4,128,128,1024,
